,text,term,polarity
337,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,1
338,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,1
339,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,0
340,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,0
341,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,1
342,Our food was great too!,food,1
343,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,-1
344,"Get your food to go, find a bench, and kick back with a plate of dumplings.",food,0
345,"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,1
346,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,1
347,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,0
348,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,0
349,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,0
350,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,-1
351,The sake menu should not be overlooked!,sake menu,1
352,the drinks are amazing and half off till 8pm.,drinks,1
353,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,1
354,"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,1
355,"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,1
356,"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,1
357,"We were seated promptly as we had reservations, however after that the service was slow.",reservations,1
358,"We were seated promptly as we had reservations, however after that the service was slow.",service,-1
359,"It's really also the service, is good and the waiters are friendly.",service,1
360,"It's really also the service, is good and the waiters are friendly.",waiters,1
362,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,-1
363,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,-1
364,"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,1
365,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,1
366,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,1
367,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,1
368,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,1
369,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,0
370,All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,1
371,The food here does a great service to the name (Cantonese that is...).,food,1
372,The food here does a great service to the name (Cantonese that is...).,Cantonese,1
373,"But, nothing stands out about the cooking.",cooking,0
374,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,1
375,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,1
376,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu,1
377,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quantity,1
378,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quality,1
379,I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,0
380,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,-1
381,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",hollondaise sauce,-1
382,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,0
383,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,1
384,Too bad the food wasn't of the same heritage.,food,-1
385,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu,1
386,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",Chilean Sea Bass,-1
387,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",server,-1
388,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",specials,0
389,"The food was really good, I had the onion soup and it was one of the best ever.",food,1
390,"The food was really good, I had the onion soup and it was one of the best ever.",onion soup,1
391,"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.",wine,0
392,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",staff,1
393,"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",Dim Sum,-1
